timestamp,responseTime,testname,repeatTestCount,index,orderOfMagnitude.name,orderOfMagnitude.value,orderOfMagnitude.estimatedResponseTime,orderOfMagnitude.secureResponseTime,baseURL,concurrentUsers,currentIteration,telemetryStatus,requests,url,delay,total_heap_size_before,total_heap_size_executable_before,used_heap_size_before,heap_size_limit_before,malloced_memory_before,total_heap_size_after,total_heap_size_executable_after,used_heap_size_after,heap_size_limit_after,malloced_memory_after
2024-12-21T20:35:30.301Z,128.884,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:30.552Z,146.306,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:30.800Z,127.553,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:31.046Z,136.945,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:31.298Z,120.854,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:31.550Z,151.935,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:31.803Z,124.251,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:32.055Z,136.245,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:32.291Z,130.215,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:32.544Z,134,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:32.798Z,137.968,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:33.048Z,147.973,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:33.300Z,135.168,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:33.550Z,144.982,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:33.802Z,121.861,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:34.058Z,143.065,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:34.302Z,131.61,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:34.552Z,140.935,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:34.800Z,123.742,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:35.052Z,134.249,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:35.303Z,118.174,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:35.554Z,138.738,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
2024-12-21T20:35:35.802Z,137.898,Jaeger Comparison,1,Telemetry,large,88000,100,250,http://localhost:8080,1,1,UNKNOWN,200,http://localhost:8080/api/v1/stress/88000/88000,250,56.656,1.5,34.166,1048,1.031,88.801,2.25,45.233,1048,2.031
